color,director_name,num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_2_name,actor_1_facebook_likes,gross,genres,actor_1_name,Id,num_voted_users,cast_total_facebook_likes,actor_3_name,facenumber_in_poster,plot_keywords,num_user_for_reviews,language,country,content_rating,budget,title_year,actor_2_facebook_likes,aspect_ratio,movie_facebook_likes
Color,Hal Haberman,56,81,0,394,Paul Blackthorne,975,6387,Comedy|Drama|Sci-Fi,Michael Rapaport,Special ,4862,2694,Ian Bohen,0,dream sequence|locked in a room|looking at self in mirror|medication|superhero,37,English,USA,R,1000000,2006,645,1.85,0
Color,David Cross,20,96,0,396,Matt Walsh,782,NA,Comedy|Drama,Jason Ritter,Hits ,1359,2607,Amy Sedaris,1,courtroom|independent film|internet|small town|youtube,8,English,USA,NA,1000000,2014,490,1.78,903
Color,Katie Aselton,95,83,224,37,Anslem Richardson,224,NA,Horror|Thriller,Katie Aselton,Black Rock ,6531,344,Jay Paulson,1,bare breasts|female frontal nudity|hunter|island|weekend,47,English,USA,R,NA,2012,59,1.85,0
Color,Ralph Nelson,32,103,17,113,Dick Van Patten,754,NA,Drama|Romance|Sci-Fi,Cliff Robertson,Charly ,4998,1567,Claire Bloom,0,disability|experiment|genius|intelligence|mouse,55,English,USA,PG,NA,1968,605,2.35,785
Color,Ramaa Mosley,62,101,6,727,Michael Angarano,975,6643,Comedy|Fantasy|Thriller,Jack McBrayer,The Brass Teapot ,11965,4184,Alia Shawkat,2,mini dress|mini skirt|money|voyeur|voyeurism,39,English,USA,R,900000,2012,947,2.35,0
Color,Colin Trevorrow,271,86,365,522,Mark Duplass,934,4007792,Comedy|Drama|Romance,Mary Lynn Rajskub,Safety Not Guaranteed ,101287,2714,Jeff Garlin,0,classified ad|intern|magazine|time machine|time travel,260,English,USA,R,750000,2012,830,2.35,31000
Color,Michael Cuesta,64,97,52,36,Bruce Altman,80,1141829,Crime|Drama,Adam LeFevre,L.I.E. ,8509,209,Walter Masterson,1,ephebophile|pederasty|pedophilia|playing hooky|shaving,109,English,USA,NC-17,700000,2001,67,1.85,420
Color,H.M. Coakley,8,91,0,137,Steffinnie Phrommany,696,NA,Crime|Drama|Thriller,Mehcad Brooks,Adulterers ,514,1210,Danielle Savre,3,cheating husband|female nudity|male nudity|male rear nudity|revenge,1,English,USA,NA,750000,2015,320,2.35,158
Color,Brian Baugh,20,120,3,234,Sean Michael Afable,984,3773863,Drama,Randy Wayne,To Save a Life ,4583,2563,D. David Morin,1,basketball|beer pong|childhood friend|christian|suicide,55,English,USA,PG-13,1000000,2009,801,2.35,0
Color,Barry W. Blaustein,70,108,6,43,Vince McMahon,54,2047570,Biography|Documentary|Sport,Terry Funk,Beyond the Mat ,6790,194,Mick Foley,3,championship|drugs|three word title|wrestler|wrestling,80,English,USA,R,500000,1999,44,1.85,491
Color,Luke Dye,1,84,0,53,Jeff Delaney,385,NA,Family,Mike Stanley,The Little Ponderosa Zoo ,15,683,Jamison Stalsworth,2,NA,1,English,USA,NA,500000,2016,169,16,9
Black and White,Lloyd Bacon,65,89,24,45,Dick Powell,610,2300000,Comedy|Musical|Romance,Ginger Rogers,42nd Street ,7921,995,George Brent,2,chorus girl|chorus line|director|gala premiere|song,97,English,USA,Unrated,439000,1933,105,1.37,439
Color,Oren Peli,409,84,110,21,Ashley Palmer,189,107917283,Horror,Micah Sloat,Paranormal Activity ,184824,330,Amber Armstrong,0,dark force|entity|evil force|found footage|paranormal phenomenon,1189,English,USA,R,15000,2007,109,1.85,12000
Color,Ray Griggs,4,92,4,12,Chris Cox,93,425899,Documentary,Bill Farmer,I Want Your Money ,1123,168,Mike Huckabee,0,NA,31,English,USA,PG,400000,2010,31,1.78,638
Black and White,Harry Beaumont,36,100,4,4,Bessie Love,77,2808000,Musical|Romance,Anita Page,The Broadway Melody ,4546,109,Charles King,8,sibling rivalry|singer|sister act|whistling|wisecrack humor,71,English,USA,Passed,379000,1929,28,1.37,167
Color,Peter Hedges,131,80,54,543,Adrian Martinez,1000,2360184,Comedy|Drama,Oliver Platt,Pieces of April ,18035,3010,Derek Luke,3,apartment|oven|stove|thanksgiving|thanksgiving dinner,177,English,USA,PG-13,300000,2003,806,1.85,0
Color,Nicole Holofcener,71,91,132,225,Brenda Blethyn,400,4186931,Comedy|Drama|Romance,Aunjanue Ellis,Lovely & Amazing ,6041,1330,Raven Goodwin,3,african american|dog|homecoming queen|insecurity|surgery,85,English,USA,R,250000,2001,286,1.85,169
Color,Ken Del Conte,NA,90,2,99,Robert Miano,466,NA,Action|Adventure|Mystery|Romance|Thriller,Hector Echavarria,Death Calls ,30,842,Ron Roggé,2,murder|oppression|rebirth|reincarnation|revenge,NA,English,USA,R,290000,2010,216,1.85,16
Color,Nadia Tass,6,86,20,32,Jordan Bridges,563,NA,Drama|Family,Mia Farrow,An American Girl Holiday ,1338,828,Bruce Gooch,1,courtship|friend|girl|servant|sister,32,English,USA,NA,200000,2004,194,1.33,90
Color,Bill Melendez,43,25,36,27,Bill Melendez,39,NA,Animation|Comedy|Family,Peter Robbins,A Charlie Brown Christmas ,21826,139,Christopher Shea,0,christmas|christmas tree|commercialism|meaning of christmas|tree,126,English,USA,TV-G,150000,1965,36,1.33,0
Color,Alex Kendrick,31,111,589,51,Erin Bethea,589,10174663,Drama|Sport,Alex Kendrick,Facing the Giants ,12399,916,Shannen Fields,0,christian|coach|faith|football|football team,382,English,USA,PG,100000,2006,150,1.85,0
Black and White,Andrew Leman,60,47,2,5,David Mersault,19,NA,Fantasy|Horror|Mystery|Thriller,Dan Novy,The Call of Cthulhu ,6261,43,Barry Lynch,0,1920s|cthulhu|dream|sailor|silent film,99,English,USA,NA,50000,2005,9,1.33,0
Color,Travis Legge,2,83,138,76,Patricia Raven,307,NA,Horror,Elissa Dowling,Raymond Did It ,192,619,Lindsay Felton,0,blood|independent film|mutilation|violence,6,English,USA,Unrated,40000,2011,114,2.35,239
